,Location,Name,Rooms,Guests,Pets,Wifi,Free_parking,Refrigerator,Kitchen,Smoke_alarm,Cooling,Heating,TV,Bed_lines,Washer,Super_host,Price,Review_count,Total_rate
2187,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2188,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2189,Shoreline,Guesthouse in Shoreline,1,2,False,True,True,True,True,,True,True,True,True,True,True,740,88,4.89
2190,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2191,Seattle,Place to stay in Seattle,1,3,False,True,True,,True,,,True,True,,,False,450,0,0.0
2192,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2193,Kent,Guest suite in Kent,1,3,False,True,True,True,True,,,True,True,True,True,False,506,9,4.56
2194,Seattle,Guest suite in Seattle,1,2,False,True,True,True,,,True,True,True,True,,True,724,190,4.88
2195,Des Moines,Apartment in Des Moines,2,4,False,True,True,True,True,,,True,True,True,True,False,689,62,4.58
2196,Seattle,Apartment in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,603,0,0.0
2197,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2198,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2199,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2200,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2201,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2202,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2203,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2204,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2205,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2206,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2207,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2208,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2209,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2210,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2211,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2212,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2213,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2214,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2215,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2216,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2217,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2218,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2219,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2220,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2221,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2222,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2223,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2224,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2225,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2226,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2227,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2228,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2229,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2230,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2231,Lake Forest Park,Room in Lake Forest Park,1,1,False,True,True,True,True,,,True,,,True,False,265,6,4.83
2232,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2233,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2234,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2235,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2236,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2237,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2238,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2239,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2240,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2241,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2242,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2243,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2244,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2245,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2246,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2247,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2248,Seattle,Place to stay in Seattle,1,3,False,True,True,,True,,,True,True,,,False,450,0,0.0
2249,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2250,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2251,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2252,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2253,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2254,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2255,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2256,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2257,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2258,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2259,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2260,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2261,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2262,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2263,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2264,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2265,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2266,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2267,Lake Forest Park,Room in Lake Forest Park,1,1,False,True,True,True,True,,,True,,,True,False,265,6,4.83
2268,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2269,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2270,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2271,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2272,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2273,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2274,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2275,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2276,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2277,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2278,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2279,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2280,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2281,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2282,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2283,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2284,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2285,Lake Forest Park,Room in Lake Forest Park,1,1,False,True,True,True,True,,,True,,,True,False,265,6,4.83
2286,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2287,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2288,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2289,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2290,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2291,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2292,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2293,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2294,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2295,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2296,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2297,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2298,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2299,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2300,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2301,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2302,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2303,Lake Forest Park,Room in Lake Forest Park,1,1,False,True,True,True,True,,,True,,,True,False,265,6,4.83
2304,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2305,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2306,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2307,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2308,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2309,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2310,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2311,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2312,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2313,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2314,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2315,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2316,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2317,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2318,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2319,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2320,Seattle,Place to stay in Seattle,1,3,False,True,True,,True,,,True,True,,,False,450,0,0.0
2321,SeaTac,Room in SeaTac,1,2,True,True,True,True,True,True,,True,True,True,True,False,299,11,5.0
2322,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2323,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2324,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2325,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2326,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2327,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2328,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2329,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2330,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2331,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2332,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2333,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2334,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2335,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2336,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2337,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2338,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2339,Lake Forest Park,Room in Lake Forest Park,1,1,False,True,True,True,True,,,True,,,True,False,265,6,4.83
2340,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2341,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2342,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2343,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2344,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2345,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2346,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2347,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2348,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2349,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2350,Seattle,Place to stay in Seattle,1,3,False,True,True,,True,,,True,True,,,False,450,0,0.0
2351,Shoreline,Guesthouse in Shoreline,1,2,False,True,True,True,True,,True,True,True,True,True,True,740,88,4.89
2352,Kent,Guest suite in Kent,1,3,False,True,True,True,True,,,True,True,True,True,False,506,9,4.56
2353,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2354,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,True,True,True,True,,False,616,24,4.75
2355,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2356,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2357,Des Moines,Apartment in Des Moines,2,4,False,True,True,True,True,,,True,True,True,True,False,689,62,4.58
2358,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2359,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2360,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2361,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2362,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2363,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2364,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2365,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2366,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2367,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2368,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2369,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2370,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2371,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2372,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2373,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2374,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2375,Lake Forest Park,Room in Lake Forest Park,1,1,False,True,True,True,True,,,True,,,True,False,265,6,4.83
2376,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2377,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2378,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2379,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2380,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2381,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2382,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2383,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2384,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2385,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2386,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2387,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2388,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2389,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2390,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2391,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2392,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2393,Lake Forest Park,Room in Lake Forest Park,1,1,False,True,True,True,True,,,True,,,True,False,265,6,4.83
2394,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2395,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2396,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2397,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2398,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2399,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2400,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2401,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2402,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2403,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2404,Shoreline,Guesthouse in Shoreline,1,2,False,True,True,True,True,,True,True,True,True,True,True,740,88,4.89
2405,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2406,Seattle,Place to stay in Seattle,1,3,False,True,True,,True,,,True,True,,,False,450,0,0.0
2407,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2408,Kent,Guest suite in Kent,1,3,False,True,True,True,True,,,True,True,True,True,False,506,9,4.56
2409,Seattle,Guest suite in Seattle,1,2,False,True,True,True,,,True,True,True,True,,True,724,190,4.88
2410,Edmonds,Condo in Edmonds,2,4,False,True,True,True,True,,,True,True,True,True,False,742,0,0.0
2411,Des Moines,Apartment in Des Moines,2,4,False,True,True,True,True,,,True,True,True,True,False,689,62,4.58
2412,Seattle,Apartment in Seattle,1,4,False,True,True,True,True,,True,True,True,,True,False,630,48,4.77
2413,Seattle,Room in Seattle,1,2,False,True,True,,,True,True,True,True,True,True,True,394,166,4.95
2414,Seattle,Apartment in Seattle,2,4,True,True,True,True,True,,,True,True,True,True,False,1118,105,4.64
2415,Federal Way,Apartment in Federal Way,2,4,False,True,True,True,True,,True,True,True,True,True,False,682,0,0.0
2416,Seattle,Condo in Seattle,1,2,False,True,,True,True,,True,True,True,True,True,False,1213,0,0.0
2417,Seattle,Guest suite in Seattle,2,4,False,True,True,,,,,True,True,True,,False,674,49,4.78
2418,Seattle,Condo in Seattle,2,4,False,True,True,True,True,,True,True,True,True,True,True,1235,83,4.81
2419,Seattle,Home in Seattle,1,4,False,True,True,True,True,,,True,True,True,True,True,503,85,4.92
2420,Seattle,Apartment in Seattle,1,2,False,True,,True,True,,,True,True,,True,False,1113,77,4.53
2421,Seattle,Loft in Seattle,1,4,False,True,True,True,,,,True,True,True,True,False,873,303,4.72
2422,Seattle,Apartment in Seattle,1,3,False,True,True,True,True,,,True,,True,True,False,790,185,4.68
2423,Seattle,Guesthouse in Seattle,1,2,True,True,True,True,True,,True,True,True,True,,True,709,85,4.98
2424,Seattle,Apartment in Seattle,2,4,False,True,True,,True,,True,,True,,True,False,653,0,0.0
2425,Bellevue,Guesthouse in Bellevue,1,2,False,True,True,True,True,,True,True,True,True,True,False,597,0,0.0
2426,Seattle,Guest suite in Seattle,1,3,False,True,True,True,True,,True,True,True,True,True,True,584,131,4.84
2427,Seattle,Room in Seattle,1,2,False,True,True,True,True,,True,True,,True,True,True,833,40,5.0
2428,Seattle,Room in Seattle,1,2,,True,True,True,True,True,,True,,True,True,True,534,12,4.92
2429,Lake Forest Park,Room in Lake Forest Park,1,1,False,True,True,True,True,,,True,,,True,False,265,6,4.83
2430,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2431,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2432,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,300,3,5.0
2433,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2434,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2435,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2436,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2437,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2438,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2439,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2440,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2441,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,412,173,4.94
2442,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2443,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,True,,True,331,31,4.9
2444,Phoenix,Condo in Phoenix,2,3,False,True,True,True,True,,True,True,True,True,,False,328,10,5.0
2445,Phoenix,Condo in Phoenix,1,2,False,True,True,True,True,,True,True,True,,,False,318,133,4.62
2446,Scottsdale,Condo in Scottsdale,2,2,False,True,True,True,True,,True,True,True,True,,False,327,103,4.72
2447,Phoenix,Condo in Phoenix,1,4,,True,True,True,True,,True,True,True,True,True,True,414,13,5.0
2448,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,285,2,5.0
2449,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2450,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2451,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2452,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
